prompt,prompt_id,prefix,IO,and,S1,S1+1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
"Mientras Samantha y Hugo trabajaban en a la estación, Brian le dio un ordenador a",572,1,3,4,5,6,7,14,15,20,21, Bruno, Juan, Bruno, Bruno, Juan, Juan,ablation, su,0.0479,0.0029,0.0006
"Entonces, Sean y Felix se divirtieron mucho en al hospital. Melissa le dio un balón a",99,1,4,5,6,7,8,16,17,22,23, Elena, Jaime, Elena, Elena, Jaime, Jaime,ablation, Felix,0.4941,0.0,0.0001
"Entonces, Megan y Sara se divirtieron mucho en a la tienda. Michelle le dio un anillo a",64,1,4,5,6,7,8,18,19,24,25, Gloria, Daniel, Gloria, Gloria, Daniel, Daniel,ablation, su,0.2734,0.0001,0.0
"Entonces, Diana y Jorge tuvieron una larga discusión. Después Sean le dijo a",786,1,4,5,6,7,8,18,19,21,22, Kenneth, Antonio, Kenneth, Kenneth, Antonio, Antonio,ablation, Diana,0.4219,0.0004,0.0
"Entonces, Michelle y Alison se divirtieron mucho en al restaurante. Eva le dio un refresco a",86,1,4,5,6,7,8,17,18,23,24, Rosa, Samuel, Rosa, Rosa, Samuel, Samuel,ablation, Michelle,0.4727,0.0002,0.0001
"Entonces, Vanessa y Bryan estaban trabajando en al restaurante. Max decidió darle un ordenador a",148,1,4,5,6,7,8,16,17,25,26, Carmen, Kevin, Carmen, Carmen, Kevin, Kevin,ablation, Bryan,0.2754,0.0008,0.0001
"Mientras Jesse y Lindsay iban a la tienda, Tiffany le dio un ordenador a",580,1,3,4,5,6,7,13,14,19,20, Jeffrey, Daniel, Jeffrey, Jeffrey, Daniel, Daniel,ablation, Jesse,0.1484,0.0021,0.0005
"Cuando Nicole y Max consiguieron un anillo en a la tienda, Joel decidió dar el objeto a",448,1,3,4,5,6,7,18,19,25,26, Cody, Victor, Cody, Cody, Victor, Victor,ablation, su,0.3438,0.0001,0.0001
"Entonces, Brian y Eva fueron a la escuela. Ricardo le dio un balón a",27,1,4,5,6,7,8,13,14,19,20, Eric, Bryan, Eric, Eric, Bryan, Bryan,eval, Brian,0.4141,0.0011,0.001
"Cuando Clara y Samuel consiguieron un hueso en a la escuela, Alison decidió dárselo a",410,1,3,4,5,6,7,18,19,25,26, Kenneth, Jaime, Kenneth, Kenneth, Jaime, Jaime,ablation, su,0.3047,0.0001,0.0001
"Más tarde, Sean y Paula fueron al jardín. Ivan le dio un refresco a",718,1,5,6,7,8,9,14,15,20,21, Ana, Lola, Ana, Ana, Lola, Lola,circuit, Paula,0.4785,0.0,0.0003
"Mientras Pedro y Jesse trabajaban en a la tienda, Erica le dio un refresco a",518,1,3,4,5,6,7,14,15,20,21, Jorge, Roberto, Jorge, Jorge, Roberto, Roberto,ablation, un,0.1592,0.0004,0.0015
"Mientras Kristen y Roberto trabajaban en a la tienda, Jennifer le dio un bocadillo a",519,1,3,4,5,6,7,14,15,22,23, Ana, Martin, Ana, Ana, Martin, Martin,ablation, su,0.2324,0.0004,0.001
a la casa al que fueron Kristen y Victor tenía un ordenador. Julia se lo dio a,884,1,7,8,9,10,11,15,16,19,20, Laura, Kevin, Laura, Laura, Kevin, Kevin,ablation, su,0.2461,0.0026,0.0016
"Entonces, Vanessa y Mario tuvieron una larga discusión, y después Nicole le dijo a",264,1,4,5,6,7,8,19,20,22,23, Oscar, Daniel, Oscar, Oscar, Daniel, Daniel,eval, Vanessa,0.3047,0.0007,0.0002
"Entonces, Vanessa y Juan tuvieron una larga discusión. Después Erica le dijo a",806,1,4,5,6,7,8,18,19,21,22, Sergio, Paula, Sergio, Sergio, Paula, Paula,ablation, Juan,0.3516,0.0002,0.0002
"Mientras Lucas y Sean trabajaban en al restaurante, David le dio un hueso a",530,1,3,4,5,6,7,13,14,19,20, Bradley, Jonathan, Bradley, Bradley, Jonathan, Jonathan,ablation, su,0.21,0.0001,0.0001
"Después del almuerzo, David y Megan fueron a la escuela. Alicia le dio un refresco a",670,1,8,9,10,11,12,17,18,23,24, Rafael, Kenneth, Rafael, Rafael, Kenneth, Kenneth,ablation, David,0.5703,0.0,0.0
"Entonces, Marcos y Bryan tuvieron una larga discusión, y después Ivan le dijo a",291,1,4,5,6,7,8,19,20,22,23, Clara, Jonathan, Clara, Clara, Jonathan, Jonathan,ablation, Marcos,0.4297,0.0004,0.0001
"Cuando Lisa y Melissa consiguieron un balón en a la casa, Alicia decidió dar el objeto a",499,1,3,4,5,6,7,17,18,24,25, Jeffrey, Erin, Jeffrey, Jeffrey, Erin, Erin,eval, su,0.1621,0.0004,0.0003
"Después del almuerzo, Erica y Dustin fueron al restaurante. Luis le dio un balón a",659,1,8,9,10,11,12,16,17,22,23, Kelly, Gabriel, Kelly, Kelly, Gabriel, Gabriel,ablation, Erica,0.2148,0.0002,0.0001
Los amigos Leo y Mario encontraron un bocadillo en a la tienda. Ivan se lo dio a,903,1,3,4,5,6,7,19,20,23,24, Jeffrey, Bruno, Jeffrey, Jeffrey, Bruno, Bruno,circuit, Leo,0.2441,0.0003,0.0
"Entonces, Marcos y Miguel fueron a la estación. Joel le dio un beso a",57,1,4,5,6,7,8,13,14,19,20, Rosa, Diana, Rosa, Rosa, Diana, Diana,ablation, su,0.3418,0.0019,0.0012
"Cuando Shannon y Diego consiguieron un refresco en a la estación, Sean decidió dárselo a",446,1,3,4,5,6,7,18,19,25,26, Gabriel, Elena, Gabriel, Gabriel, Elena, Elena,ablation, su,0.3027,0.0002,0.0002
al jardín al que fueron Brian y Justin tenía un ordenador. Luis se lo dio a,844,1,8,9,10,11,12,16,17,20,21, Alan, Kelly, Alan, Alan, Kelly, Kelly,ablation, Brian,0.2969,0.0001,0.0011
"Entonces, Sean y Justin tuvieron una larga discusión. Después Melissa le dijo a",792,1,4,5,6,7,8,18,19,21,22, María, Felix, María, María, Felix, Felix,ablation, Sean,0.334,0.0001,0.0001
"Después del almuerzo, Kimberly y Daniel fueron a la estación. Bradley le dio un balón a",699,1,8,9,10,11,12,17,18,23,24, Dustin, Jaime, Dustin, Dustin, Jaime, Jaime,ablation, Kimberly,0.2969,0.0001,0.0001
"Cuando Luis y Hugo consiguieron un bocadillo en a la estación, Alicia decidió dar el objeto a",511,1,3,4,5,6,7,20,21,27,28, Rosa, Gabriel, Rosa, Rosa, Gabriel, Gabriel,ablation, un,0.1074,0.0007,0.0012
"Después de que Jonathan y Diana fueran al restaurante, Samantha le dio un beso a",337,1,5,6,7,8,9,14,15,20,21, Elena, Samuel, Elena, Elena, Samuel, Samuel,ablation, Jonathan,0.3574,0.0008,0.0003
"Mientras Brian y Jennifer trabajaban en a la estación, Luis le dio un bocadillo a",575,1,3,4,5,6,7,14,15,22,23, Kevin, Jesse, Kevin, Kevin, Jesse, Jesse,ablation, Brian,0.2129,0.0002,0.002
"Entonces, Roberto y Dustin se divirtieron mucho en al restaurante. Max le dio un ordenador a",84,1,4,5,6,7,8,17,18,23,24, Paula, Rafael, Paula, Paula, Rafael, Rafael,circuit, Roberto,0.2715,0.0009,0.0002
"Cuando Megan y Kimberly consiguieron un ordenador en al restaurante, Eva decidió dárselo a",404,1,3,4,5,6,7,17,18,24,25, Lola, Juan, Lola, Lola, Juan, Juan,ablation, su,0.2852,0.0006,0.0
"Cuando Lindsay y Roberto consiguieron un hueso en a la oficina, Cristina decidió dar el objeto a",490,1,3,4,5,6,7,18,19,25,26, Laura, Paula, Laura, Laura, Paula, Paula,ablation, su,0.25,0.0002,0.0022
"Después del almuerzo, Lucas y Bradley fueron a la oficina. Hector le dio un refresco a",686,1,8,9,10,11,12,17,18,23,24, Gloria, Bruno, Gloria, Gloria, Bruno, Bruno,ablation, Lucas,0.7773,0.0001,0.0
"Cuando Sara y Hugo consiguieron un collar en a la tienda, Pedro decidió dar el objeto a",453,1,3,4,5,6,7,17,18,24,25, Paula, Carlos, Paula, Paula, Carlos, Carlos,ablation, su,0.3613,0.0026,0.0011
"Después de que Manuel y Kimberly fueran al jardín, Lisa le dio un collar a",333,1,5,6,7,8,9,15,16,20,21, Sergio, José, Sergio, Sergio, José, José,ablation, su,0.3926,0.0004,0.0001
"Entonces, Jonathan y Alison tuvieron una larga discusión. Después Julia le dijo a",781,1,4,5,6,7,8,18,19,21,22, Gabriel, José, Gabriel, Gabriel, José, José,ablation, su,0.3086,0.0002,0.0002
a la estación al que fueron Amanda y Andrea tenía un balón. Jennifer se lo dio a,891,1,8,9,10,11,12,16,17,20,21, Ana, Rafael, Ana, Ana, Rafael, Rafael,ablation, Amanda,0.457,0.0001,0.0008
"Entonces, Tiffany y Pedro estaban pensando en ir a la estación. Courtney quería darle un bocadillo a",255,1,4,5,6,7,8,18,19,28,29, Eric, Megan, Eric, Eric, Megan, Megan,ablation, Tiffany,0.3184,0.0006,0.0004
"Entonces, Alison y Victor fueron al hospital. Ivan le dio un refresco a",38,1,4,5,6,7,8,11,12,17,18, Kevin, Jaime, Kevin, Kevin, Jaime, Jaime,ablation, Alison,0.5781,0.0,0.0003
"Entonces, Clara y Samuel tuvieron una larga discusión, y después Justin le dijo a",284,1,4,5,6,7,8,19,20,22,23, Jeffrey, Andrea, Jeffrey, Jeffrey, Andrea, Andrea,ablation, Clara,0.3887,0.0002,0.0001
"Entonces, Cody y Kevin tuvieron una larga discusión. Después Melissa le dijo a",804,1,4,5,6,7,8,18,19,21,22, Lola, Oscar, Lola, Lola, Oscar, Oscar,ablation, Cody,0.5664,0.0002,0.0001
"Cuando Max y Luis consiguieron un balón en al hospital, David decidió dárselo a",419,1,3,4,5,6,7,16,17,23,24, Gloria, Jorge, Gloria, Gloria, Jorge, Jorge,circuit, su,0.1807,0.0013,0.0001
"Entonces, Gloria y Andrea tuvieron una larga discusión, y después Manuel le dijo a",258,1,4,5,6,7,8,19,20,22,23, María, Carmen, María, María, Carmen, Carmen,ablation, Gloria,0.5391,0.0011,0.0034
Los amigos Julia y Elena encontraron un refresco en a la oficina. Nicole se lo dio a,942,1,3,4,5,6,7,17,18,21,22, Sergio, Rafael, Sergio, Sergio, Rafael, Rafael,ablation, ellos,0.2188,0.0002,0.0017
"Entonces, Pablo y Victor fueron a la escuela. Erica le dio un refresco a",30,1,4,5,6,7,8,13,14,19,20, Eric, Alejandro, Eric, Eric, Alejandro, Alejandro,ablation, Pablo,0.4727,0.0003,0.003
"Mientras Manuel y Jesse trabajaban en a la oficina, Luis le dio un ordenador a",556,1,3,4,5,6,7,14,15,20,21, Sergio, Travis, Sergio, Sergio, Travis, Travis,ablation, Manuel,0.2021,0.0002,0.0011
"Cuando Erica y Melissa consiguieron un balón en al hospital, Tiffany decidió dar el objeto a",483,1,3,4,5,6,7,16,17,23,24, Victor, Clara, Victor, Victor, Clara, Clara,ablation, su,0.1572,0.0002,0.0002
a la casa al que fueron Max y Bradley tenía un bocadillo. Lisa se lo dio a,887,1,7,8,9,10,11,17,18,21,22, María, Bruno, María, María, Bruno, Bruno,ablation, Max,0.4375,0.0002,0.0001
"Cuando Bradley y Diego consiguieron un refresco en al jardín, Erica decidió dar el objeto a",462,1,3,4,5,6,7,18,19,25,26, Ana, Rafael, Ana, Ana, Rafael, Rafael,ablation, su,0.0903,0.0005,0.0013
"Después de que Brian y Melissa fueran a la escuela, Courtney le dio un bocadillo a",351,1,5,6,7,8,9,15,16,23,24, Antonio, Roberto, Antonio, Antonio, Roberto, Roberto,ablation, Brian,0.4785,0.0,0.0
Los amigos Manuel y Miguel encontraron un balón en a la estación. Melissa se lo dio a,955,1,3,4,5,6,7,17,18,21,22, Oscar, Alejandro, Oscar, Oscar, Alejandro, Alejandro,ablation, su,0.2295,0.0009,0.0006
"Mientras Manuel y Bruno trabajaban en al hospital, Eva le dio un refresco a",550,1,3,4,5,6,7,12,13,18,19, Rafael, Cody, Rafael, Rafael, Cody, Cody,circuit, su,0.0918,0.0,0.0012
a la estación al que fueron Clara y Kristen tenía un refresco. Manuel se lo dio a,894,1,8,9,10,11,12,16,17,20,21, Kenneth, Juan, Kenneth, Kenneth, Juan, Juan,ablation, su,0.2344,0.0005,0.0001
"Entonces, Lisa y Erin se divirtieron mucho en a la tienda. David le dio un ordenador a",68,1,4,5,6,7,8,18,19,24,25, Dustin, Alejandro, Dustin, Dustin, Alejandro, Alejandro,ablation, Lisa,0.459,0.0,0.0
"Entonces, Lindsay y Jonathan tuvieron una larga discusión. Después Courtney le dijo a",820,1,4,5,6,7,8,18,19,21,22, Rosa, Gabriel, Rosa, Rosa, Gabriel, Gabriel,ablation, Lindsay,0.5156,0.0,0.0
"Cuando Kimberly y Jorge consiguieron un hueso en al restaurante, Travis decidió dar el objeto a",466,1,3,4,5,6,7,17,18,24,25, Jeffrey, Alejandro, Jeffrey, Jeffrey, Alejandro, Alejandro,ablation, su,0.4023,0.0003,0.0005
"Después del almuerzo, Gloria y Eric fueron a la casa. Alison le dio un balón a",691,1,8,9,10,11,12,16,17,22,23, Alan, Paula, Alan, Alan, Paula, Paula,ablation, Eric,0.4043,0.0002,0.002
"Entonces, Pablo y Kristen tuvieron una larga discusión. Después Samantha le dijo a",828,1,4,5,6,7,8,18,19,21,22, José, Jaime, José, José, Jaime, Jaime,ablation, Pablo,0.2812,0.0002,0.0004
"Entonces, Bradley y Gloria estaban pensando en ir a la tienda. Luis quería darle un balón a",195,1,4,5,6,7,8,18,19,26,27, Alan, Rosa, Alan, Alan, Rosa, Rosa,circuit, su,0.4785,0.0002,0.0007
"Cuando Gloria y Kenneth consiguieron un collar en a la oficina, Max decidió dar el objeto a",493,1,3,4,5,6,7,17,18,24,25, Martin, María, Martin, Martin, María, María,ablation, su,0.2812,0.0003,0.0002
"Después del almuerzo, Brian y Jennifer fueron al jardín. Luis le dio un bocadillo a",655,1,8,9,10,11,12,17,18,25,26, Andrea, Alison, Andrea, Andrea, Alison, Alison,ablation, Brian,0.3828,0.0,0.0003
"Entonces, Bruno y Alejandro estaban pensando en ir a la oficina. Vanessa quería darle un anillo a",232,1,4,5,6,7,8,18,19,26,27, Ana, Carmen, Ana, Ana, Carmen, Carmen,ablation, su,0.2734,0.0007,0.0024
"Mientras José y Antonio iban a la casa, Michelle le dio un balón a",627,1,3,4,5,6,7,12,13,18,19, Ana, Sergio, Ana, Ana, Sergio, Sergio,ablation, José,0.1768,0.0039,0.0093
Los amigos Shannon y Kristen encontraron un refresco en al restaurante. Luis se lo dio a,918,1,3,4,5,6,7,16,17,20,21, Sergio, Diana, Sergio, Sergio, Diana, Diana,ablation, su,0.1719,0.0009,0.0002
Los amigos Erin y Alison encontraron un ordenador en al jardín. Sean se lo dio a,908,1,3,4,5,6,7,17,18,21,22, Dustin, Bradley, Dustin, Dustin, Bradley, Bradley,circuit, su,0.4668,0.0001,0.0
"Después del almuerzo, Jorge y Alejandro fueron a la tienda. Luis le dio un collar a",645,1,8,9,10,11,12,17,18,22,23, Rosa, Kelly, Rosa, Rosa, Kelly, Kelly,ablation, Jorge,0.5273,0.0,0.0002
"Entonces, Lindsay y Sara tuvieron una larga discusión, y después Tiffany le dijo a",317,1,4,5,6,7,8,19,20,22,23, Martin, José, Martin, Martin, José, José,ablation, Lindsay,0.3926,0.0001,0.0001
"Entonces, Amanda y Cody tuvieron una larga discusión, y después Erica le dijo a",273,1,4,5,6,7,8,19,20,22,23, Lola, Martin, Lola, Lola, Martin, Martin,ablation, Amanda,0.3984,0.0002,0.0001
"Más tarde, Roberto y Jorge fueron a la tienda. Mario le dio un ordenador a",708,1,5,6,7,8,9,14,15,20,21, Jeffrey, Carmen, Jeffrey, Jeffrey, Carmen, Carmen,ablation, Jorge,0.4434,0.0004,0.0
"Mientras Bryan y Mario trabajaban en a la oficina, Leo le dio un collar a",557,1,3,4,5,6,7,14,15,19,20, Carmen, Kristen, Carmen, Carmen, Kristen, Kristen,ablation, Bryan,0.1494,0.0001,0.0007
"Entonces, Victor y Kenneth tuvieron una larga discusión, y después Felix le dijo a",298,1,4,5,6,7,8,19,20,22,23, Lola, Kelly, Lola, Lola, Kelly, Kelly,circuit, Victor,0.1973,0.0001,0.0
"Entonces, Erica y Diego estaban pensando en ir a la tienda. Joel quería darle un anillo a",192,1,4,5,6,7,8,18,19,26,27, Rosa, Cody, Rosa, Rosa, Cody, Cody,eval, Erica,0.4629,0.0,0.0007
"Después de que Kimberly y Samuel fueran al restaurante, Vanessa le dio un refresco a",342,1,5,6,7,8,9,14,15,20,21, Rafael, Jaime, Rafael, Rafael, Jaime, Jaime,ablation, Samuel,0.2422,0.0,0.0001
al restaurante al que fueron Luis y Clara tenía un ordenador. Max se lo dio a,852,1,7,8,9,10,11,15,16,19,20, Antonio, Kevin, Antonio, Antonio, Kevin, Kevin,eval, Luis,0.2871,0.0002,0.0013
"Entonces, David y Pablo estaban pensando en ir a la casa. Hector quería darle un anillo a",240,1,4,5,6,7,8,17,18,25,26, Kelly, Travis, Kelly, Kelly, Travis, Travis,ablation, su,0.1836,0.0,0.0004
"Después del almuerzo, Diana y Daniel fueron a la estación. Jennifer le dio un collar a",701,1,8,9,10,11,12,17,18,22,23, María, Kenneth, María, María, Kenneth, Kenneth,ablation, Diana,0.7148,0.0001,0.0007
"Mientras Ricardo y Manuel iban a la casa, Alicia le dio un hueso a",626,1,3,4,5,6,7,12,13,18,19, Jeffrey, Michelle, Jeffrey, Jeffrey, Michelle, Michelle,ablation, su,0.1182,0.0001,0.0
"Entonces, Jesse y Bryan estaban trabajando en a la tienda. Leo decidió darle un beso a",129,1,4,5,6,7,8,17,18,26,27, Alison, Michelle, Alison, Alison, Michelle, Michelle,eval, Jesse,0.2637,0.0005,0.0002
"Entonces, Kristen y Andrea fueron al restaurante. Tiffany le dio un hueso a",18,1,4,5,6,7,8,12,13,18,19, Oscar, José, Oscar, Oscar, José, José,ablation, su,0.2227,0.0001,0.0005
Los amigos Melissa y Clara encontraron un refresco en a la tienda. Marcos se lo dio a,902,1,3,4,5,6,7,17,18,21,22, Ana, Travis, Ana, Ana, Travis, Travis,eval, su,0.2119,0.0003,0.001
"Después de que Amanda y Elena fueran a la tienda, Sean le dio un beso a",321,1,5,6,7,8,9,15,16,21,22, Antonio, Carmen, Antonio, Antonio, Carmen, Carmen,ablation, Amanda,0.3711,0.0004,0.0001
"Mientras Sara y Daniel trabajaban en a la oficina, Jennifer le dio un refresco a",558,1,3,4,5,6,7,14,15,20,21, Elena, Andrea, Elena, Elena, Andrea, Andrea,eval, Sara,0.3516,0.0007,0.0005
"Entonces, Luis y Kenneth tuvieron una larga discusión. Después Joel le dijo a",800,1,4,5,6,7,8,18,19,21,22, Sergio, Laura, Sergio, Sergio, Laura, Laura,ablation, Luis,0.4141,0.0022,0.0006
a la oficina al que fueron Manuel y Amanda tenía un bocadillo. David se lo dio a,879,1,8,9,10,11,12,18,19,22,23, Oscar, Diana, Oscar, Oscar, Diana, Diana,ablation, Amanda,0.2656,0.0002,0.0002
"Entonces, Courtney y Michelle tuvieron una larga discusión, y después Ivan le dijo a",263,1,4,5,6,7,8,19,20,22,23, Jaime, Kristen, Jaime, Jaime, Kristen, Kristen,ablation, Courtney,0.5352,0.0002,0.0001
"Entonces, Ricardo y Alison tuvieron una larga discusión, y después Lisa le dijo a",274,1,4,5,6,7,8,19,20,22,23, Ana, Mario, Ana, Ana, Mario, Mario,ablation, Alison,0.2344,0.0002,0.0007
a la casa al que fueron Tiffany y Jorge tenía un collar. Leo se lo dio a,885,1,7,8,9,10,11,14,15,18,19, Lola, Samuel, Lola, Lola, Samuel, Samuel,ablation, su,0.1895,0.0001,0.0004
"Entonces, Lindsay y Jonathan estaban trabajando en a la oficina. Manuel decidió darle un hueso a",170,1,4,5,6,7,8,17,18,26,27, Diego, Bradley, Diego, Diego, Bradley, Bradley,eval, su,0.3184,0.0002,0.0004
"Entonces, Isabel y Victor fueron a la oficina. Pablo le dio un anillo a",40,1,4,5,6,7,8,13,14,19,20, Carlos, Kenneth, Carlos, Carlos, Kenneth, Kenneth,ablation, Isabel,0.5898,0.0,0.0004
"Cuando Brian y Lindsay consiguieron un balón en al jardín, Tiffany decidió dárselo a",395,1,3,4,5,6,7,18,19,25,26, Lola, Alejandro, Lola, Lola, Alejandro, Alejandro,ablation, su,0.2734,0.0003,0.0001
"Entonces, Sara y Bruno estaban trabajando en al restaurante. Lisa decidió darle un beso a",145,1,4,5,6,7,8,16,17,25,26, Alan, Carmen, Alan, Alan, Carmen, Carmen,eval, Bruno,0.4004,0.0001,0.0004
"Después de que Megan y Pablo fueran al jardín, Tiffany le dio un beso a",329,1,5,6,7,8,9,15,16,21,22, Juan, Amanda, Juan, Juan, Amanda, Amanda,circuit, Megan,0.6289,0.0001,0.0017
a la estación al que fueron Bradley y Diego tenía un ordenador. Pablo se lo dio a,892,1,8,9,10,11,12,16,17,20,21, Eric, Dustin, Eric, Eric, Dustin, Dustin,ablation, Diego,0.3652,0.0,0.0002
"Después del almuerzo, Tiffany y Lindsay fueron a la tienda. Hector le dio un bocadillo a",647,1,8,9,10,11,12,17,18,25,26, Hugo, Travis, Hugo, Hugo, Travis, Travis,circuit, Tiffany,0.2002,0.0003,0.0005
"Más tarde, Jorge y Cody fueron a la tienda. Kristen le dio un bocadillo a",711,1,5,6,7,8,9,14,15,22,23, Eric, Jeffrey, Eric, Eric, Jeffrey, Jeffrey,ablation, Cody,0.373,0.0001,0.0002
"Entonces, Shannon y Juan estaban trabajando en a la casa. Jonathan decidió darle un balón a",179,1,4,5,6,7,8,16,17,25,26, Oscar, Kevin, Oscar, Oscar, Kevin, Kevin,ablation, su,0.2285,0.0007,0.0001
"Entonces, Alison y Andrea tuvieron una larga discusión, y después Brian le dijo a",309,1,4,5,6,7,8,19,20,22,23, Oscar, María, Oscar, Oscar, María, María,ablation, Alison,0.5586,0.0003,0.0
"Cuando Ricardo y Megan consiguieron un beso en a la escuela, Lucas decidió dar el objeto a",473,1,3,4,5,6,7,18,19,25,26, Bradley, Jonathan, Bradley, Bradley, Jonathan, Jonathan,eval, su,0.168,0.0004,0.0
"Cuando Juan y Victor consiguieron un hueso en al hospital, Courtney decidió dar el objeto a",482,1,3,4,5,6,7,16,17,23,24, Alan, Laura, Alan, Alan, Laura, Laura,ablation, su,0.1982,0.0013,0.0005
"Entonces, Bradley y Rafael tuvieron una larga discusión. Después Eva le dijo a",829,1,4,5,6,7,8,18,19,21,22, Ana, Oscar, Ana, Ana, Oscar, Oscar,ablation, Bradley,0.4199,0.0003,0.0016
"Mientras Isabel y Bruno trabajaban en a la estación, Brian le dio un ordenador a",572,1,3,4,5,6,7,14,15,20,21, Paula, Rafael, Paula, Paula, Rafael, Rafael,ablation, su,0.0461,0.0006,0.0011
"Después del almuerzo, Erica y Sean fueron al jardín. David le dio un balón a",651,1,8,9,10,11,12,17,18,23,24, Roberto, Kristen, Roberto, Roberto, Kristen, Kristen,ablation, Erica,0.6211,0.0001,0.0
"Entonces, Amanda y Victor fueron a la escuela. Hector le dio un beso a",25,1,4,5,6,7,8,13,14,19,20, Rosa, José, Rosa, Rosa, José, José,ablation, Amanda,0.4355,0.0002,0.0009
"Entonces, Shannon y Bradley tuvieron una larga discusión. Después Sara le dijo a",794,1,4,5,6,7,8,18,19,21,22, Diego, Diana, Diego, Diego, Diana, Diana,eval, Shannon,0.3027,0.0003,0.0001
a la oficina al que fueron Shannon y Samuel tenía un bocadillo. Lucas se lo dio a,879,1,8,9,10,11,12,18,19,22,23, Oscar, Kenneth, Oscar, Oscar, Kenneth, Kenneth,ablation, Samuel,0.3359,0.0001,0.0001
"Entonces, Amanda y Daniel se divirtieron mucho en a la escuela. Courtney le dio un ordenador a",92,1,4,5,6,7,8,18,19,24,25, Diego, Victor, Diego, Diego, Victor, Victor,ablation, Amanda,0.6016,0.0001,0.0001
"Entonces, Amanda y Victor estaban pensando en ir a la casa. David quería darle un refresco a",246,1,4,5,6,7,8,17,18,25,26, Ana, Eric, Ana, Ana, Eric, Eric,ablation, Amanda,0.3359,0.0004,0.0008
Los amigos Clara y Diana encontraron un balón en al jardín. Courtney se lo dio a,907,1,3,4,5,6,7,17,18,21,22, Sergio, Paula, Sergio, Sergio, Paula, Paula,ablation, ellos,0.1699,0.0005,0.0004
"Mientras Alicia y Cristina iban a la escuela, Joel le dio un collar a",605,1,3,4,5,6,7,13,14,18,19, Dustin, Alison, Dustin, Dustin, Alison, Alison,ablation, Alicia,0.4668,0.0001,0.0
"Más tarde, Kimberly y Kevin fueron al restaurante. Bradley le dio un ordenador a",724,1,5,6,7,8,9,13,14,19,20, Carlos, Antonio, Carlos, Carlos, Antonio, Antonio,ablation, Kimberly,0.2393,0.0001,0.0004
"Entonces, Sean y Shannon fueron a la tienda. Ivan le dio un bocadillo a",7,1,4,5,6,7,8,13,14,21,22, Dustin, José, Dustin, Dustin, José, José,ablation, su,0.1562,0.0002,0.0001
"Mientras Bryan y Bruno trabajaban en a la oficina, Julia le dio un hueso a",554,1,3,4,5,6,7,14,15,20,21, Paula, Elena, Paula, Paula, Elena, Elena,circuit, su,0.2129,0.0,0.0002
"Después de que Erica y Shannon fueran a la tienda, Luis le dio un balón a",323,1,5,6,7,8,9,15,16,21,22, Mario, Bradley, Mario, Mario, Bradley, Bradley,ablation, Erica,0.2617,0.0002,0.0001
