prompt,prompt_id,prefix,IO,and,S1,S1+1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
"Then, Paul and Jeremy went to the office. Mary gave a bone to",42,1,3,4,5,6,7,11,12,15,16, Andrew, Thomas, Andrew, Andrew, Thomas, Thomas,ablation, Paul,0.2295,0.0005,0.0002
"Then, Jacob and Michelle had a long argument, and afterwards Jose said to",259,1,3,4,5,6,7,13,14,15,16, James, Amy, James, James, Amy, Amy,eval, Jacob,0.2402,0.0006,0.0008
"After the lunch, Laura and Adam went to the school. Lisa gave a ring to",664,1,5,6,7,8,9,13,14,17,18, Robert, Sarah, Robert, Robert, Sarah, Sarah,ablation, Laura,0.4961,0.0008,0.0011
"Then, Aaron and Jeremy had a long argument. Afterwards Stephen said to",777,1,3,4,5,6,7,12,13,14,15, Ryan, Kyle, Ryan, Ryan, Kyle, Kyle,ablation, them,0.3711,0.0004,0.0003
"When Thomas and Kevin got a necklace at the station, Richard decided to give it to",445,1,2,3,4,5,6,12,13,17,18, Jason, Brian, Jason, Jason, Brian, Brian,ablation, Kevin,0.1084,0.0017,0.002
Friends Jeremy and Steven found a drink at the garden. Jacob gave it to,910,1,2,3,4,5,6,12,13,15,16, Joseph, William, Joseph, Joseph, William, William,circuit, them,0.6133,0.0003,0.0004
"Then, Amy and Brian had a long argument, and afterwards Sean said to",309,1,3,4,5,6,7,13,14,15,16, Matthew, John, Matthew, Matthew, John, John,circuit, Amy,0.3535,0.0027,0.0002
"After Jamie and Richard went to the school, Lisa gave a ring to",344,1,2,3,4,5,6,10,11,14,15, David, Rachel, David, David, Rachel, Rachel,eval, Jamie,0.3438,0.0005,0.002
"Then, Stephen and William had a lot of fun at the restaurant. Lisa gave a kiss to",81,1,3,4,5,6,7,15,16,19,20, David, Justin, David, David, Justin, Justin,ablation, her,0.1777,0.0003,0.0045
"Then, Sean and Emily had a lot of fun at the office. Lisa gave a drink to",110,1,3,4,5,6,7,15,16,19,20, Sarah, William, Sarah, Sarah, William, William,ablation, Sean,0.2412,0.0002,0.002
"Then, Patrick and Rachel went to the school. Jamie gave a necklace to",29,1,3,4,5,6,7,11,12,15,16, Sarah, Steven, Sarah, Sarah, Steven, Steven,ablation, Patrick,0.3359,0.0002,0.0065
"Afterwards, Jamie and Mark went to the school. Mary gave a snack to",735,1,4,5,6,7,8,12,13,16,17, Matthew, Joseph, Matthew, Matthew, Joseph, Joseph,ablation, Jamie,0.377,0.0001,0.0002
"After Stephen and Charles went to the hospital, Sean gave a basketball to",355,1,2,3,4,5,6,10,11,14,15, Christopher, Joseph, Christopher, Christopher, Joseph, Joseph,ablation, the,0.0732,0.0007,0.0003
"Then, Aaron and Ryan had a long argument, and afterwards Kelly said to",290,1,3,4,5,6,7,13,14,15,16, Daniel, David, Daniel, Daniel, David, David,ablation, them,0.249,0.0049,0.0007
"Then, Tyler and Stephen had a lot of fun at the store. Alexander gave a bone to",66,1,3,4,5,6,7,15,16,19,20, Joseph, Mark, Joseph, Joseph, Mark, Mark,ablation, Tyler,0.3633,0.0002,0.0001
"Then, Laura and Brandon were working at the store. Sean decided to give a computer to",132,1,3,4,5,6,7,12,13,18,19, David, Ryan, David, David, Ryan, Ryan,ablation, the,0.3281,0.0002,0.0004
"Then, Steven and Brian had a long argument. Afterwards Scott said to",804,1,3,4,5,6,7,12,13,14,15, Christopher, Andrew, Christopher, Christopher, Andrew, Andrew,ablation, Steven,0.252,0.0006,0.0003
"Then, Charles and Laura were thinking about going to the house. Patrick wanted to give a kiss to",241,1,3,4,5,6,7,14,15,20,21, Brian, Kyle, Brian, Brian, Kyle, Kyle,ablation, his,0.1865,0.0001,0.0008
"While Michelle and Richard were working at the office, Emily gave a ring to",552,1,2,3,4,5,6,11,12,15,16, Jason, William, Jason, Jason, William, William,ablation, Richard,0.124,0.0023,0.0019
"Then, Paul and Jacob went to the house. Lisa gave a computer to",52,1,3,4,5,6,7,11,12,15,16, Ryan, Brian, Ryan, Ryan, Brian, Brian,ablation, Jacob,0.3789,0.0002,0.0002
"Then, Jacob and Kevin were thinking about going to the school. Mary wanted to give a snack to",223,1,3,4,5,6,7,14,15,20,21, Ryan, Justin, Ryan, Ryan, Justin, Justin,ablation, the,0.3027,0.0003,0.0004
"Then, Jamie and Thomas had a long argument, and afterwards Alexander said to",271,1,3,4,5,6,7,13,14,15,16, Michael, Brian, Michael, Michael, Brian, Brian,eval, them,0.1465,0.0005,0.0007
"While Crystal and Rachel were commuting to the station, Aaron gave a necklace to",637,1,2,3,4,5,6,11,12,15,16, Ryan, Steven, Ryan, Ryan, Steven, Steven,ablation, Crystal,0.2988,0.0001,0.0004
"Then, Emily and Eric had a long argument, and afterwards Mary said to",294,1,3,4,5,6,7,13,14,15,16, James, Sarah, James, James, Sarah, Sarah,ablation, Emily,0.2324,0.0014,0.0021
"Then, Aaron and Laura went to the school. Patrick gave a ring to",24,1,3,4,5,6,7,11,12,15,16, Jonathan, Adam, Jonathan, Jonathan, Adam, Adam,ablation, Laura,0.3555,0.0022,0.0003
"Then, Ryan and James had a long argument, and afterwards Jacob said to",284,1,3,4,5,6,7,13,14,15,16, Christopher, David, Christopher, Christopher, David, David,ablation, Ryan,0.2637,0.0085,0.0002
The garden Justin and Andrew went to had a ring. Emily gave it to,840,1,3,4,5,6,7,12,13,15,16, Christopher, John, Christopher, Christopher, John, John,ablation, Justin,0.3652,0.0012,0.0002
Friends William and Justin found a bone at the house. Jacob gave it to,946,1,2,3,4,5,6,12,13,15,16, Jessica, Ryan, Jessica, Jessica, Ryan, Ryan,ablation, them,0.4102,0.0004,0.0003
"When Steven and Kevin got a kiss at the hospital, Alexander decided to give it to",417,1,2,3,4,5,6,12,13,17,18, Michael, Jennifer, Michael, Michael, Jennifer, Jennifer,ablation, his,0.1602,0.0013,0.0045
"While Richard and Elizabeth were commuting to the house, Michelle gave a snack to",631,1,2,3,4,5,6,11,12,15,16, Robert, Sarah, Robert, Robert, Sarah, Sarah,ablation, the,0.2676,0.0014,0.0006
"While Michelle and Jonathan were commuting to the hospital, Scott gave a drink to",614,1,2,3,4,5,6,11,12,15,16, Robert, Justin, Robert, Robert, Justin, Justin,ablation, a,0.1533,0.0003,0.0005
"After Mark and Amy went to the garden, Sean gave a basketball to",331,1,2,3,4,5,6,10,11,14,15, Sarah, Thomas, Sarah, Sarah, Thomas, Thomas,ablation, Amy,0.4512,0.0002,0.0006
"Then, Aaron and Daniel were thinking about going to the store. Patrick wanted to give a ring to",192,1,3,4,5,6,7,14,15,20,21, Christopher, Matthew, Christopher, Christopher, Matthew, Matthew,ablation, his,0.1816,0.0007,0.0003
"While Paul and Elizabeth were working at the restaurant, Alexander gave a basketball to",531,1,2,3,4,5,6,11,12,15,16, John, Anthony, John, John, Anthony, Anthony,circuit, a,0.1172,0.0009,0.0085
"Then, Anthony and Sarah went to the office. Sean gave a drink to",46,1,3,4,5,6,7,11,12,15,16, Jessica, Joseph, Jessica, Jessica, Joseph, Joseph,ablation, Anthony,0.1729,0.0012,0.001
"Afterwards, Sean and Patrick went to the restaurant. Scott gave a computer to",724,1,4,5,6,7,8,12,13,16,17, James, Jacob, James, James, Jacob, Jacob,ablation, Sean,0.3711,0.0005,0.0018
"While Kevin and Brandon were working at the restaurant, Scott gave a drink to",534,1,2,3,4,5,6,11,12,15,16, Christopher, Joseph, Christopher, Christopher, Joseph, Joseph,ablation, a,0.4395,0.0003,0.0002
"After the lunch, Patrick and David went to the store. Jose gave a computer to",644,1,5,6,7,8,9,13,14,17,18, Jessica, Daniel, Jessica, Jessica, Daniel, Daniel,ablation, David,0.4121,0.0007,0.0012
"Then, Thomas and Brian had a long argument, and afterwards Jacob said to",256,1,3,4,5,6,7,13,14,15,16, David, William, David, David, William, William,ablation, them,0.2383,0.0032,0.0048
"Afterwards, Michelle and Elizabeth went to the restaurant. Emily gave a bone to",722,1,4,5,6,7,8,12,13,16,17, Michael, Jessica, Michael, Michael, Jessica, Jessica,ablation, the,0.3242,0.0005,0.0028
"Then, Charles and Laura went to the store. Patrick gave a kiss to",1,1,3,4,5,6,7,11,12,15,16, Matthew, Joseph, Matthew, Matthew, Joseph, Joseph,ablation, his,0.2305,0.0008,0.0006
"Then, Sean and Sarah had a long argument. Afterwards Tyler said to",811,1,3,4,5,6,7,12,13,14,15, John, Joseph, John, John, Joseph, Joseph,circuit, Sean,0.3594,0.0003,0.0019
"While Crystal and Richard were commuting to the office, Lisa gave a snack to",623,1,2,3,4,5,6,11,12,15,16, Michael, Jason, Michael, Michael, Jason, Jason,ablation, the,0.1465,0.0008,0.0014
"Then, Adam and Justin had a long argument, and afterwards Mark said to",275,1,3,4,5,6,7,13,14,15,16, James, Andrew, James, James, Andrew, Andrew,ablation, them,0.2344,0.0015,0.0016
"Afterwards, Aaron and Richard went to the hospital. Alexander gave a bone to",738,1,4,5,6,7,8,12,13,16,17, Sarah, Thomas, Sarah, Sarah, Thomas, Thomas,ablation, the,0.1758,0.0012,0.0027
The garden Charles and Amy went to had a ring. Jose gave it to,840,1,3,4,5,6,7,12,13,15,16, Andrew, Eric, Andrew, Andrew, Eric, Eric,ablation, Amy,0.252,0.0001,0.0002
"Afterwards, Crystal and Eric went to the hospital. Scott gave a snack to",743,1,4,5,6,7,8,12,13,16,17, Joseph, Sarah, Joseph, Joseph, Sarah, Sarah,eval, the,0.2207,0.0017,0.0004
The garden Stephen and Jeremy went to had a ring. Jose gave it to,840,1,3,4,5,6,7,12,13,15,16, William, Richard, William, William, Richard, Richard,ablation, them,0.2393,0.0003,0.0004
"When Jonathan and Jason got a snack at the school, Lisa decided to give the snack to",479,1,2,3,4,5,6,12,13,18,19, Michael, Andrew, Michael, Michael, Andrew, Andrew,eval, Jonathan,0.1562,0.0006,0.0022
"Then, Richard and Thomas had a lot of fun at the hospital. Charles gave a kiss to",97,1,3,4,5,6,7,15,16,19,20, Michael, Brandon, Michael, Michael, Brandon, Brandon,ablation, his,0.1953,0.0001,0.0011
"Afterwards, Patrick and Charles went to the restaurant. Mary gave a ring to",720,1,4,5,6,7,8,12,13,16,17, Michael, James, Michael, Michael, James, James,circuit, Patrick,0.3887,0.0026,0.0008
"When Stephen and Aaron got a snack at the hospital, Patrick decided to give the snack to",487,1,2,3,4,5,6,12,13,18,19, Joseph, Jason, Joseph, Joseph, Jason, Jason,ablation, the,0.1348,0.0012,0.0015
"Then, Richard and James were working at the garden. Scott decided to give a drink to",142,1,3,4,5,6,7,12,13,18,19, Christopher, Jennifer, Christopher, Christopher, Jennifer, Jennifer,ablation, Richard,0.2344,0.0001,0.0001
"Afterwards, Tyler and Eric went to the station. Lisa gave a snack to",767,1,4,5,6,7,8,12,13,16,17, Daniel, Brian, Daniel, Daniel, Brian, Brian,ablation, Tyler,0.2178,0.0005,0.0003
"Then, Crystal and Rachel went to the garden. Emily gave a kiss to",9,1,3,4,5,6,7,11,12,15,16, Christopher, Jennifer, Christopher, Christopher, Jennifer, Jennifer,ablation, Crystal,0.1953,0.0003,0.0005
"After Kelly and Amy went to the office, Scott gave a basketball to",363,1,2,3,4,5,6,10,11,14,15, John, Ryan, John, John, Ryan, Ryan,ablation, Amy,0.4805,0.0006,0.0016
"When Aaron and Kyle got a ring at the restaurant, Alexander decided to give the ring to",464,1,2,3,4,5,6,12,13,18,19, Robert, Kevin, Robert, Robert, Kevin, Kevin,ablation, his,0.1611,0.0038,0.0005
"Afterwards, Paul and Anthony went to the school. Tyler gave a bone to",730,1,4,5,6,7,8,12,13,16,17, Matthew, Sarah, Matthew, Matthew, Sarah, Sarah,ablation, Paul,0.3438,0.0017,0.0004
The station Patrick and Emily went to had a necklace. Mary gave it to,893,1,3,4,5,6,7,12,13,15,16, Jessica, Steven, Jessica, Jessica, Steven, Steven,ablation, them,0.2578,0.0005,0.0022
The school Richard and Anthony went to had a ring. Jacob gave it to,856,1,3,4,5,6,7,12,13,15,16, Justin, William, Justin, Justin, William, William,ablation, Richard,0.2695,0.0015,0.0004
The store Stephen and Charles went to had a bone. Scott gave it to,834,1,3,4,5,6,7,12,13,15,16, Joseph, Emily, Joseph, Joseph, Emily, Emily,ablation, Stephen,0.2793,0.0002,0.0003
"After Jose and Richard went to the restaurant, Alexander gave a kiss to",337,1,2,3,4,5,6,10,11,14,15, Michael, Sarah, Michael, Michael, Sarah, Sarah,circuit, each,0.1953,0.0007,0.0014
"Then, Charles and Robert were thinking about going to the school. Kelly wanted to give a kiss to",217,1,3,4,5,6,7,14,15,20,21, Michael, Jessica, Michael, Michael, Jessica, Jessica,ablation, Charles,0.2275,0.0007,0.0037
"Then, Jeremy and Kyle had a lot of fun at the hospital. Charles gave a necklace to",101,1,3,4,5,6,7,15,16,19,20, Christopher, Adam, Christopher, Christopher, Adam, Adam,ablation, Jeremy,0.418,0.0003,0.0001
"Then, Stephen and Steven were thinking about going to the station. Alexander wanted to give a necklace to",253,1,3,4,5,6,7,14,15,20,21, Jonathan, Kevin, Jonathan, Jonathan, Kevin, Kevin,ablation, his,0.1865,0.0009,0.0007
"Then, Lisa and Jacob had a lot of fun at the school. Alexander gave a drink to",94,1,3,4,5,6,7,15,16,19,20, Michael, Thomas, Michael, Michael, Thomas, Thomas,circuit, Lisa,0.4766,0.0003,0.0004
"Then, Jamie and Aaron went to the house. Alexander gave a drink to",54,1,3,4,5,6,7,11,12,15,16, Eric, Mark, Eric, Eric, Mark, Mark,ablation, Jamie,0.3535,0.0004,0.0004
"Then, Paul and Sarah were thinking about going to the school. Tyler wanted to give a necklace to",221,1,3,4,5,6,7,14,15,20,21, Christopher, Matthew, Christopher, Christopher, Matthew, Matthew,ablation, Sarah,0.3359,0.0001,0.0001
"While Stephen and Richard were commuting to the restaurant, Alexander gave a bone to",594,1,2,3,4,5,6,11,12,15,16, Robert, William, Robert, Robert, William, William,ablation, the,0.1914,0.0008,0.0004
"While Jeremy and Laura were commuting to the hospital, Mark gave a necklace to",613,1,2,3,4,5,6,11,12,15,16, Sarah, Kevin, Sarah, Sarah, Kevin, Kevin,ablation, Laura,0.1836,0.0005,0.011
"When Michelle and Amy got a drink at the restaurant, Kelly decided to give the drink to",470,1,2,3,4,5,6,12,13,18,19, Robert, Adam, Robert, Robert, Adam, Adam,ablation, Michelle,0.1621,0.0004,0.0005
The house Crystal and Kyle went to had a bone. Jeremy gave it to,882,1,3,4,5,6,7,12,13,15,16, Christopher, Brandon, Christopher, Christopher, Brandon, Brandon,ablation, Crystal,0.2773,0.0002,0.0003
Friends Stephen and Jacob found a computer at the house. Tyler gave it to,948,1,2,3,4,5,6,12,13,15,16, Ryan, Brandon, Ryan, Ryan, Brandon, Brandon,ablation, them,0.6836,0.0002,0.0002
The restaurant Jonathan and Sarah went to had a kiss. Kevin gave it to,849,1,3,4,5,6,7,12,13,15,16, Jennifer, John, Jennifer, Jennifer, John, John,ablation, them,0.1973,0.0013,0.0032
"Then, Stephen and Brian were thinking about going to the house. Kelly wanted to give a necklace to",245,1,3,4,5,6,7,14,15,20,21, Joseph, Sarah, Joseph, Joseph, Sarah, Sarah,eval, her,0.1416,0.0049,0.0007
"When Kelly and Stephen got a snack at the restaurant, Mary decided to give it to",407,1,2,3,4,5,6,12,13,17,18, Amy, Jacob, Amy, Amy, Jacob, Jacob,ablation, her,0.1797,0.0008,0.0009
"Then, Amy and Eric had a long argument. Afterwards Paul said to",827,1,3,4,5,6,7,12,13,14,15, Andrew, Ryan, Andrew, Andrew, Ryan, Ryan,ablation, Amy,0.4727,0.0001,0.0005
"Then, Kevin and Adam were thinking about going to the hospital. Patrick wanted to give a bone to",226,1,3,4,5,6,7,14,15,20,21, Sarah, Eric, Sarah, Sarah, Eric, Eric,circuit, the,0.3633,0.0003,0.0008
"Then, Aaron and Mark had a long argument, and afterwards Charles said to",279,1,3,4,5,6,7,13,14,15,16, William, Richard, William, William, Richard, Richard,ablation, them,0.2832,0.0012,0.0036
The office Jacob and Charles went to had a computer. Scott gave it to,876,1,3,4,5,6,7,12,13,15,16, Christopher, Ryan, Christopher, Christopher, Ryan, Ryan,ablation, them,0.4688,0.0003,0.0004
"Then, Paul and Patrick had a lot of fun at the house. Scott gave a bone to",114,1,3,4,5,6,7,15,16,19,20, James, Jacob, James, James, Jacob, Jacob,ablation, Paul,0.293,0.0002,0.0002
"Afterwards, Thomas and Eric went to the store. Jamie gave a bone to",706,1,4,5,6,7,8,12,13,16,17, Jason, Justin, Jason, Jason, Justin, Justin,ablation, Thomas,0.3691,0.0001,0.0004
"After the lunch, Patrick and Laura went to the restaurant. Jamie gave a kiss to",657,1,5,6,7,8,9,13,14,17,18, David, Anthony, David, David, Anthony, Anthony,ablation, Patrick,0.1553,0.0002,0.0032
"When Mark and Anthony got a ring at the house, Alexander decided to give it to",432,1,2,3,4,5,6,12,13,17,18, Robert, Jonathan, Robert, Robert, Jonathan, Jonathan,ablation, his,0.1562,0.0007,0.0007
"While Charles and Adam were working at the hospital, Mary gave a snack to",551,1,2,3,4,5,6,11,12,15,16, Brian, Anthony, Brian, Brian, Anthony, Anthony,eval, a,0.1777,0.0002,0.0006
"Then, Kelly and Thomas had a long argument. Afterwards Paul said to",784,1,3,4,5,6,7,12,13,14,15, Daniel, Steven, Daniel, Daniel, Steven, Steven,ablation, Kelly,0.2832,0.0001,0.0013
"When Emily and Laura got a computer at the restaurant, Jacob decided to give the computer to",468,1,2,3,4,5,6,12,13,18,19, Christopher, Anthony, Christopher, Christopher, Anthony, Anthony,eval, Emily,0.1992,0.0005,0.0005
"Then, Sean and Emily went to the house. Jamie gave a drink to",54,1,3,4,5,6,7,11,12,15,16, Jonathan, Brian, Jonathan, Jonathan, Brian, Brian,ablation, Sean,0.2354,0.0005,0.0002
Friends Patrick and Amy found a drink at the restaurant. Scott gave it to,918,1,2,3,4,5,6,12,13,15,16, Sarah, Brian, Sarah, Sarah, Brian, Brian,ablation, them,0.498,0.0004,0.0009
"While Sean and Aaron were working at the office, Paul gave a drink to",558,1,2,3,4,5,6,11,12,15,16, Justin, Kyle, Justin, Justin, Kyle, Kyle,ablation, Sean,0.2197,0.0007,0.0001
"Then, Richard and Adam went to the house. Aaron gave a ring to",48,1,3,4,5,6,7,11,12,15,16, Ryan, Justin, Ryan, Ryan, Justin, Justin,ablation, Richard,0.3984,0.0001,0.0001
"Then, Scott and Justin had a lot of fun at the school. Lisa gave a bone to",90,1,3,4,5,6,7,15,16,19,20, David, Joseph, David, David, Joseph, Joseph,circuit, Scott,0.418,0.0,0.0005
"Then, Jeremy and Ryan were working at the office. Alexander decided to give a bone to",170,1,3,4,5,6,7,12,13,18,19, Joseph, Andrew, Joseph, Joseph, Andrew, Andrew,ablation, Jeremy,0.418,0.0001,0.0001
"Then, Paul and Kevin were working at the house. Tyler decided to give a snack to",183,1,3,4,5,6,7,12,13,18,19, Andrew, Elizabeth, Andrew, Andrew, Elizabeth, Elizabeth,ablation, the,0.3203,0.0,0.0002
"After the lunch, Patrick and Elizabeth went to the restaurant. Jose gave a ring to",656,1,5,6,7,8,9,13,14,17,18, Joseph, Ryan, Joseph, Joseph, Ryan, Ryan,eval, Elizabeth,0.3027,0.0003,0.001
"After the lunch, Aaron and Steven went to the house. Jamie gave a bone to",690,1,5,6,7,8,9,13,14,17,18, Brandon, Justin, Brandon, Brandon, Justin, Justin,ablation, Aaron,0.6133,0.0001,0.0
"Then, Richard and Steven went to the office. Crystal gave a kiss to",41,1,3,4,5,6,7,11,12,15,16, Matthew, James, Matthew, Matthew, James, James,ablation, Richard,0.209,0.0019,0.0007
"When Laura and Jonathan got a basketball at the office, Tyler decided to give it to",427,1,2,3,4,5,6,12,13,17,18, Jessica, Robert, Jessica, Jessica, Robert, Robert,ablation, them,0.1484,0.0013,0.0023
"When Patrick and Aaron got a bone at the store, Paul decided to give the bone to",450,1,2,3,4,5,6,12,13,18,19, John, Michelle, John, John, Michelle, Michelle,ablation, his,0.1826,0.0002,0.002
"Then, Charles and Michelle were thinking about going to the station. Lisa wanted to give a bone to",250,1,3,4,5,6,7,14,15,20,21, Jason, Justin, Jason, Jason, Justin, Justin,ablation, the,0.3594,0.0001,0.0003
"Afterwards, Jonathan and John went to the office. Richard gave a ring to",744,1,4,5,6,7,8,12,13,16,17, Christopher, James, Christopher, Christopher, James, James,ablation, Jonathan,0.2891,0.0018,0.0008
Friends Jeremy and Thomas found a kiss at the restaurant. Paul gave it to,913,1,2,3,4,5,6,12,13,15,16, Robert, William, Robert, Robert, William, William,ablation, them,0.3203,0.0006,0.0005
"Then, Amy and Sarah had a long argument. Afterwards Jacob said to",802,1,3,4,5,6,7,12,13,14,15, John, Brandon, John, John, Brandon, Brandon,ablation, Amy,0.457,0.0,0.0008
"Afterwards, Scott and Rachel went to the store. Alexander gave a ring to",704,1,4,5,6,7,8,12,13,16,17, Jonathan, Steven, Jonathan, Jonathan, Steven, Steven,ablation, Rachel,0.625,0.0001,0.0001
